Market;Clase de coste;Período/Año;Brand family;Artículo;Production Center;Unidad Base UoM;Qty in Base UoM;GROSS SALES -TRADE;EXCISE TAXES;OTHER SVC;COS-PURC. CONS. AFF;COS - SVC CONV. COST;Moneda;Nº documento;EU AGRREMENT - SEIZED PROD COSTS (BELOW;Documento anulado;Posic.docum.anulada;Nº documento refer.;Fecha de factura;Clase de factura;Canal distribución;Cliente
CO04;;003.2026;TEREA;ME009102.00;5J;TH;-0,200;-26,95;-7,68;0,00;-4,42;0,00;USD;965902414;0,00;;;4062785772;11/3/26;ZRE;11;1859626
CO04;;003.2026;TEREA;ME007515.03;5J;TH;-0,200;-26,95;-7,68;0,00;-4,42;0,00;USD;965902415;0,00;;;4062785772;11/3/26;ZRE;11;1859626
CO04;;003.2026;TEREA;ME003390.06;5J;TH;-0,200;-24,78;-7,51;0,00;-4,42;0,00;USD;965902416;0,00;;;4062785772;11/3/26;ZRE;11;1859626
CO04;;003.2026;TEREA;ME003390.06;5J;TH;-0,200;-24,57;-7,45;0,00;-4,42;0,00;USD;965902421;0,00;;;4062785777;11/3/26;ZRE;11;1387063
CO04;;003.2026;TEREA;ME003387.06;5J;TH;-0,200;-24,57;-7,44;0,00;-4,42;0,00;USD;965902422;0,00;;;4062785777;11/3/26;ZRE;11;1387063
CO04;;003.2026;TEREA;ME007515.03;5J;TH;-0,200;-26,72;-7,62;0,00;-4,42;0,00;USD;965902423;0,00;;;4062785777;11/3/26;ZRE;11;1387063
CO04;;003.2026;TEREA;ME009102.00;5J;TH;-0,200;-26,72;-7,62;0,00;-4,42;0,00;USD;965902424;0,00;;;4062785777;11/3/26;ZRE;11;1387063
CO04;;003.2026;ZYN;NP001338.00;S5;CN;-5;-14,21;0,00;0,00;-6,25;0,00;USD;965902429;0,00;;;4062785777;11/3/26;ZRE;11;1387063
CO04;;003.2026;ZYN;NP001344.00;S5;CN;-5;-14,21;0,00;0,00;-6,25;0,00;USD;965902430;0,00;;;4062785777;11/3/26;ZRE;11;1387063
CO04;;003.2026;VNU;MA001795.01;RD;TH;-0,005;-27,29;0,00;0,00;-9,37;0,00;USD;965902431;0,00;;;4062785777;11/3/26;ZRE;11;1387063
CO04;;003.2026;VNU;MA001796.01;RD;TH;-0,005;-27,29;0,00;0,00;-9,37;0,00;USD;965902432;0,00;;;4062785777;11/3/26;ZRE;11;1387063
CO04;;003.2026;VNU;MA001798.01;RD;TH;-0,005;-27,29;0,00;0,00;-9,37;0,00;USD;965902433;0,00;;;4062785777;11/3/26;ZRE;11;1387063
CO04;;003.2026;VNU;MA001799.01;RD;TH;-0,005;-27,29;0,00;0,00;-9,37;0,00;USD;965902434;0,00;;;4062785777;11/3/26;ZRE;11;1387063
CO04;;003.2026;ZYN;NP001343.00;S5;CN;-5;-14,21;0,00;0,00;-6,25;0,00;USD;965902435;0,00;;;4062785777;11/3/26;ZRE;11;1387063
CO04;;003.2026;ZYN;NP001340.00;S5;CN;-5;-14,21;0,00;0,00;-6,25;0,00;USD;965902436;0,00;;;4062785777;11/3/26;ZRE;11;1387063
CO04;;003.2026;VEEV;MA001233.02;RD;TH;-0,002;-15,40;0,00;0,00;-5,42;0,00;USD;965902437;0,00;;;4062785780;11/3/26;ZRE;11;1497184
CO04;;003.2026;VNU;MA001795.01;RD;TH;-0,002;-11,85;0,00;0,00;-3,75;0,00;USD;965902438;0,00;;;4062785780;11/3/26;ZRE;11;1497184
CO04;;003.2026;VNU;MA001798.01;RD;TH;-0,002;-11,85;0,00;0,00;-3,75;0,00;USD;965902439;0,00;;;4062785780;11/3/26;ZRE;11;1497184
CO04;;003.2026;VNU;MA001798.01;RD;TH;-0,002;-11,85;0,00;0,00;-3,75;0,00;USD;965902440;0,00;;;4062785780;11/3/26;ZRE;11;1497184
CO04;;003.2026;VEEV;MA001233.02;RD;TH;-0,003;-23,10;0,00;0,00;-8,12;0,00;USD;965902441;0,00;;;4062785783;11/3/26;ZRE;11;1497181
CO04;;003.2026;VEEV;MA001716.01;RD;TH;-0,007;-53,91;0,00;0,00;-18,95;0,00;USD;965902442;0,00;;;4062785783;11/3/26;ZRE;11;1497181
CO04;;003.2026;VNU;MA001795.01;RD;TH;-0,003;-17,77;0,00;0,00;-5,62;0,00;USD;965902443;0,00;;;4062785783;11/3/26;ZRE;11;1497181
CO04;;003.2026;ZYN;NP001342.00;S5;CN;-8;-23,70;0,00;0,00;-10,00;0,00;USD;965902444;0,00;;;4062785783;11/3/26;ZRE;11;1497181
CO04;;003.2026;ZYN;NP001339.00;S5;CN;-2;-5,92;0,00;0,00;-2,50;0,00;USD;965902445;0,00;;;4062785783;11/3/26;ZRE;11;1497181
CO04;;003.2026;VNU;MA001796.01;RD;TH;-0,002;-11,85;0,00;0,00;-3,75;0,00;USD;965902446;0,00;;;4062785786;11/3/26;ZRE;11;1497142
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,200;25,76;7,35;0,00;4,42;0,00;USD;965905511;0,00;;;4062788626;11/3/26;ZF2;11;1129376
CO04;;003.2026;TEREA;ME003387.06;5J;TH;0,200;25,77;7,35;0,00;4,42;0,00;USD;965905512;0,00;;;4062788626;11/3/26;ZF2;11;1129376
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,200;25,76;7,35;0,00;4,42;0,00;USD;965905523;0,00;;;4062788627;11/3/26;ZF2;11;1483179
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,200;27,93;7,52;0,00;4,42;0,00;USD;965905524;0,00;;;4062788627;11/3/26;ZF2;11;1483179
CO04;;003.2026;ZYN;NP001338.00;S5;CN;2;5,92;0,00;0,00;2,50;0,00;USD;965905525;0,00;;;4062788627;11/3/26;ZF2;11;1483179
CO04;;003.2026;TEREA;ME008221.01;5J;TH;0,400;55,86;15,04;0,00;8,83;0,00;USD;965905526;0,00;;;4062788628;11/3/26;ZF2;11;761789
CO04;;003.2026;ZYN;NP001342.00;S5;CN;-5;-14,81;0,00;0,00;-6,25;0,00;USD;965915977;0,00;;;4062785786;11/3/26;ZRE;11;1497142
CO04;;003.2026;III;DK005012.00;RD;BOX;1;21,36;0,00;0,00;26,41;0,00;USD;965930661;0,00;;;4062781016;11/3/26;ZF2;11;360755
CO04;;003.2026;III;DK005010.00;RD;BOX;1;21,36;0,00;0,00;26,41;0,00;USD;965930662;0,00;;;4062781016;11/3/26;ZF2;11;360755
CO04;;003.2026;VEEV;MA002008.00;RD;TH;0,002;23,70;0,00;0,00;8,75;0,00;USD;965930663;0,00;;;4062781016;11/3/26;ZF2;11;360755
CO04;;003.2026;VEEV;MA002009.00;RD;TH;0,004;47,39;0,00;0,00;17,50;0,00;USD;965930664;0,00;;;4062781016;11/3/26;ZF2;11;360755
CO04;;003.2026;VNU;MA001871.01;RD;TH;0,002;11,85;0,00;0,00;3,75;0,00;USD;965930665;0,00;;;4062781016;11/3/26;ZF2;11;360755
CO04;;003.2026;ZYN;NP001345.00;S5;CN;2;5,92;0,00;0,00;2,50;0,00;USD;965930666;0,00;;;4062781016;11/3/26;ZF2;11;360755
CO04;;003.2026;ZYN;NP001344.00;S5;CN;2;5,92;0,00;0,00;2,50;0,00;USD;965930667;0,00;;;4062781016;11/3/26;ZF2;11;360755
CO04;;003.2026;ZYN;NP001346.00;S5;CN;3;8,89;0,00;0,00;3,75;0,00;USD;965930668;0,00;;;4062781016;11/3/26;ZF2;11;360755
CO04;;003.2026;ZYN;NP001347.00;S5;CN;3;8,89;0,00;0,00;3,75;0,00;USD;965930669;0,00;;;4062781016;11/3/26;ZF2;11;360755
CO04;;003.2026;ZYN;NP001342.00;S5;CN;2;5,92;0,00;0,00;2,50;0,00;USD;965930670;0,00;;;4062781016;11/3/26;ZF2;11;360755
CO04;;003.2026;ZYN;NP001341.00;S5;CN;2;5,92;0,00;0,00;2,50;0,00;USD;965930671;0,00;;;4062781016;11/3/26;ZF2;11;360755
CO04;;003.2026;VNU;MA001796.01;RD;TH;0,002;11,85;0,00;0,00;3,75;0,00;USD;965930672;0,00;;;4062781016;11/3/26;ZF2;11;360755
CO04;;003.2026;VNU;MA001795.01;RD;TH;0,003;17,77;0,00;0,00;5,62;0,00;USD;965930673;0,00;;;4062781016;11/3/26;ZF2;11;360755
CO04;;003.2026;VNU;MA001794.01;RD;TH;0,005;29,62;0,00;0,00;9,37;0,00;USD;965930674;0,00;;;4062781016;11/3/26;ZF2;11;360755
CO04;;003.2026;VNU;MA001798.01;RD;TH;0,003;17,77;0,00;0,00;5,62;0,00;USD;965930675;0,00;;;4062781016;11/3/26;ZF2;11;360755
CO04;;003.2026;VEEV;MA001232.02;RD;TH;0,002;15,40;0,00;0,00;5,42;0,00;USD;965930676;0,00;;;4062781016;11/3/26;ZF2;11;360755
CO04;;003.2026;VEEV;MA001237.01;RD;TH;0,003;23,10;0,00;0,00;8,12;0,00;USD;965930677;0,00;;;4062781016;11/3/26;ZF2;11;360755
CO04;;003.2026;VEEV;MA001235.01;RD;TH;0,002;15,40;0,00;0,00;5,42;0,00;USD;965930678;0,00;;;4062781016;11/3/26;ZF2;11;360755
CO04;;003.2026;VEEV;MA001233.02;RD;TH;0,002;15,40;0,00;0,00;5,42;0,00;USD;965930679;0,00;;;4062781016;11/3/26;ZF2;11;360755
CO04;;003.2026;TEREA;ME003389.05;5J;TH;0,400;51,53;14,70;0,00;8,83;0,00;USD;965930680;0,00;;;4062781016;11/3/26;ZF2;11;360755
CO04;;003.2026;TEREA;ME007962.01;5J;TH;0,400;51,53;14,70;0,00;8,83;0,00;USD;965930681;0,00;;;4062781016;11/3/26;ZF2;11;360755
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,400;51,53;14,70;0,00;8,83;0,00;USD;965930682;0,00;;;4062781016;11/3/26;ZF2;11;360755
CO04;;003.2026;BLEND;ME006582.04;5J;TH;0,400;33,21;9,35;0,00;8,83;0,00;USD;965930683;0,00;;;4062781016;11/3/26;ZF2;11;360755
CO04;;003.2026;III;DK005010.00;RD;BOX;3;64,09;0,00;0,00;79,23;0,00;USD;965930692;0,00;;;4062781017;11/3/26;ZF2;11;1497181
CO04;;003.2026;VEEV;MA002008.00;RD;TH;0,008;94,79;0,00;0,00;34,99;0,00;USD;965930693;0,00;;;4062781017;11/3/26;ZF2;11;1497181
CO04;;003.2026;VEEV;MA002009.00;RD;TH;0,016;189,57;0,00;0,00;69,98;0,00;USD;965930694;0,00;;;4062781017;11/3/26;ZF2;11;1497181
CO04;;003.2026;ZYN;NP001343.00;S5;CN;2;5,92;0,00;0,00;2,50;0,00;USD;965930695;0,00;;;4062781017;11/3/26;ZF2;11;1497181
CO04;;003.2026;ZYN;NP001345.00;S5;CN;54;159,95;0,00;0,00;67,48;0,00;USD;965930696;0,00;;;4062781017;11/3/26;ZF2;11;1497181
CO04;;003.2026;ZYN;NP001344.00;S5;CN;20;59,24;0,00;0,00;24,99;0,00;USD;965930697;0,00;;;4062781017;11/3/26;ZF2;11;1497181
CO04;;003.2026;ZYN;NP001342.00;S5;CN;15;44,43;0,00;0,00;18,75;0,00;USD;965930698;0,00;;;4062781017;11/3/26;ZF2;11;1497181
CO04;;003.2026;ZYN;NP001339.00;S5;CN;11;32,58;0,00;0,00;13,75;0,00;USD;965930699;0,00;;;4062781017;11/3/26;ZF2;11;1497181
CO04;;003.2026;ZYN;NP001341.00;S5;CN;7;20,73;0,00;0,00;8,75;0,00;USD;965930700;0,00;;;4062781017;11/3/26;ZF2;11;1497181
CO04;;003.2026;ZYN;NP001338.00;S5;CN;12;35,54;0,00;0,00;15,00;0,00;USD;965930701;0,00;;;4062781017;11/3/26;ZF2;11;1497181
CO04;;003.2026;VNU;MA001795.01;RD;TH;0,006;35,54;0,00;0,00;11,25;0,00;USD;965930702;0,00;;;4062781017;11/3/26;ZF2;11;1497181
CO04;;003.2026;VNU;MA001794.01;RD;TH;0,009;53,32;0,00;0,00;16,87;0,00;USD;965930703;0,00;;;4062781017;11/3/26;ZF2;11;1497181
CO04;;003.2026;VNU;MA001799.01;RD;TH;0,002;11,85;0,00;0,00;3,75;0,00;USD;965930704;0,00;;;4062781017;11/3/26;ZF2;11;1497181
CO04;;003.2026;VNU;MA001798.01;RD;TH;0,007;41,47;0,00;0,00;13,12;0,00;USD;965930705;0,00;;;4062781017;11/3/26;ZF2;11;1497181
CO04;;003.2026;VEEV;MA001716.01;RD;TH;0,005;38,51;0,00;0,00;13,54;0,00;USD;965930706;0,00;;;4062781017;11/3/26;ZF2;11;1497181
CO04;;003.2026;TEREA;ME007515.03;5J;TH;0,600;83,78;22,55;0,00;13,25;0,00;USD;965930707;0,00;;;4062781017;11/3/26;ZF2;11;1497181
CO04;;003.2026;VEEV;MA001232.02;RD;TH;0,016;123,22;0,00;0,00;43,32;0,00;USD;965930708;0,00;;;4062781017;11/3/26;ZF2;11;1497181
CO04;;003.2026;VEEV;MA001235.01;RD;TH;0,004;30,81;0,00;0,00;10,83;0,00;USD;965930709;0,00;;;4062781017;11/3/26;ZF2;11;1497181
CO04;;003.2026;VEEV;MA001233.02;RD;TH;0,016;123,22;0,00;0,00;43,32;0,00;USD;965930710;0,00;;;4062781017;11/3/26;ZF2;11;1497181
CO04;;003.2026;TEREA;ME007962.01;5J;TH;6,400;824,45;235,19;0,00;141,30;0,00;USD;965930711;0,00;;;4062781017;11/3/26;ZF2;11;1497181
CO04;;003.2026;BLEND;ME006582.04;5J;TH;0,800;66,44;18,71;0,00;17,66;0,00;USD;965930712;0,00;;;4062781017;11/3/26;ZF2;11;1497181
CO04;;003.2026;TEREA;ME003387.06;5J;TH;2;257,63;73,46;0,00;44,16;0,00;USD;965935237;0,00;;;4062786266;11/3/26;ZF2;11;1497162
CO04;;003.2026;TEREA;ME003390.06;5J;TH;2;257,64;73,50;0,00;44,16;0,00;USD;965935238;0,00;;;4062786266;11/3/26;ZF2;11;1497162
CO04;;003.2026;VEEV;MA001232.02;RD;TH;0,007;53,91;0,00;0,00;18,95;0,00;USD;965935239;0,00;;;4062786266;11/3/26;ZF2;11;1497162
CO04;;003.2026;TEREA;ME007515.03;5J;TH;0,600;83,78;22,55;0,00;13,25;0,00;USD;965935240;0,00;;;4062786266;11/3/26;ZF2;11;1497162
CO04;;003.2026;VNU;MA001799.01;RD;TH;0,002;11,85;0,00;0,00;3,75;0,00;USD;965935241;0,00;;;4062786266;11/3/26;ZF2;11;1497162
CO04;;003.2026;ZYN;NP001339.00;S5;CN;6;17,77;0,00;0,00;7,50;0,00;USD;965935242;0,00;;;4062786266;11/3/26;ZF2;11;1497162
CO04;;003.2026;ZYN;NP001342.00;S5;CN;2;5,92;0,00;0,00;2,50;0,00;USD;965935243;0,00;;;4062786266;11/3/26;ZF2;11;1497162
CO04;;003.2026;ZYN;NP001346.00;S5;CN;7;20,73;0,00;0,00;8,75;0,00;USD;965935244;0,00;;;4062786266;11/3/26;ZF2;11;1497162
CO04;;003.2026;TEREA;ME007962.01;5J;TH;0,600;77,29;22,05;0,00;13,25;0,00;USD;965937097;0,00;;;4062788628;11/3/26;ZF2;11;761789
CO04;;003.2026;TEREA;ME007933.02;5J;TH;1;139,65;37,59;0,00;22,08;0,00;USD;965937098;0,00;;;4062788628;11/3/26;ZF2;11;761789
CO04;;003.2026;TEREA;ME003390.06;5J;TH;1,200;154,58;44,10;0,00;26,49;0,00;USD;965937099;0,00;;;4062788628;11/3/26;ZF2;11;761789
CO04;;003.2026;VNU;MA001794.01;RD;TH;0,005;32,15;0,00;0,00;9,37;0,00;USD;965937100;0,00;;;4062788628;11/3/26;ZF2;11;761789
CO04;;003.2026;VNU;MA001796.01;RD;TH;0,005;32,15;0,00;0,00;9,37;0,00;USD;965937101;0,00;;;4062788628;11/3/26;ZF2;11;761789
CO04;;003.2026;VNU;MA001795.01;RD;TH;0,005;32,15;0,00;0,00;9,37;0,00;USD;965937102;0,00;;;4062788628;11/3/26;ZF2;11;761789
CO04;;003.2026;VNU;MA001798.01;RD;TH;0,005;32,15;0,00;0,00;9,37;0,00;USD;965937103;0,00;;;4062788628;11/3/26;ZF2;11;761789
CO04;;003.2026;VNU;MA001871.01;RD;TH;0,005;32,15;0,00;0,00;9,37;0,00;USD;965937104;0,00;;;4062788628;11/3/26;ZF2;11;761789
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,400;51,53;14,70;0,00;8,83;0,00;USD;965937122;0,00;;;4062788629;11/3/26;ZF2;11;1129308
CO04;;003.2026;TEREA;ME003387.06;5J;TH;0,200;25,77;7,35;0,00;4,42;0,00;USD;965937143;0,00;;;4062788633;11/3/26;ZF2;11;1129339
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,200;26,45;8,04;0,00;4,42;0,00;USD;965937169;0,00;;;4062788638;11/3/26;ZF2;11;1169157
CO04;;003.2026;ZYN;NP001338.00;S5;CN;4;11,85;0,00;0,00;5,00;0,00;USD;965937170;0,00;;;4062788638;11/3/26;ZF2;11;1169157
CO04;;003.2026;VNU;MA001871.01;RD;TH;0,006;35,54;0,00;0,00;11,25;0,00;USD;965937171;0,00;;;4062788638;11/3/26;ZF2;11;1169157
CO04;;003.2026;VNU;MA001799.01;RD;TH;0,006;35,54;0,00;0,00;11,25;0,00;USD;965937172;0,00;;;4062788638;11/3/26;ZF2;11;1169157
CO04;;003.2026;VNU;MA001798.01;RD;TH;0,006;35,54;0,00;0,00;11,25;0,00;USD;965937173;0,00;;;4062788638;11/3/26;ZF2;11;1169157
CO04;;003.2026;VNU;MA001796.01;RD;TH;0,006;35,54;0,00;0,00;11,25;0,00;USD;965937174;0,00;;;4062788638;11/3/26;ZF2;11;1169157
CO04;;003.2026;VNU;MA001795.01;RD;TH;0,006;35,54;0,00;0,00;11,25;0,00;USD;965937175;0,00;;;4062788638;11/3/26;ZF2;11;1169157
CO04;;003.2026;VNU;MA001794.01;RD;TH;0,006;35,54;0,00;0,00;11,25;0,00;USD;965937176;0,00;;;4062788638;11/3/26;ZF2;11;1169157
CO04;;003.2026;VEEV;MA001716.01;RD;TH;0,004;30,81;0,00;0,00;10,83;0,00;USD;965937177;0,00;;;4062788638;11/3/26;ZF2;11;1169157
CO04;;003.2026;VEEV;MA001237.01;RD;TH;0,004;30,81;0,00;0,00;10,83;0,00;USD;965937178;0,00;;;4062788638;11/3/26;ZF2;11;1169157
CO04;;003.2026;VEEV;MA001233.02;RD;TH;0,004;30,81;0,00;0,00;10,83;0,00;USD;965937179;0,00;;;4062788638;11/3/26;ZF2;11;1169157
CO04;;003.2026;VEEV;MA001232.02;RD;TH;0,004;30,81;0,00;0,00;10,83;0,00;USD;965937180;0,00;;;4062788638;11/3/26;ZF2;11;1169157
CO04;;003.2026;ZYN;NP001339.00;S5;CN;4;11,85;0,00;0,00;5,00;0,00;USD;965937181;0,00;;;4062788638;11/3/26;ZF2;11;1169157
CO04;;003.2026;ZYN;NP001341.00;S5;CN;4;11,85;0,00;0,00;5,00;0,00;USD;965937182;0,00;;;4062788638;11/3/26;ZF2;11;1169157
CO04;;003.2026;ZYN;NP001347.00;S5;CN;4;11,85;0,00;0,00;5,00;0,00;USD;965937183;0,00;;;4062788638;11/3/26;ZF2;11;1169157
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,200;29,03;8,62;0,00;4,42;0,00;USD;965937184;0,00;;;4062788638;11/3/26;ZF2;11;1169157
CO04;;003.2026;TEREA;ME007962.01;5J;TH;0,200;26,45;8,04;0,00;4,42;0,00;USD;965937185;0,00;;;4062788638;11/3/26;ZF2;11;1169157
CO04;;003.2026;TEREA;ME003389.05;5J;TH;0,200;25,76;7,35;0,00;4,42;0,00;USD;965937187;0,00;;;4062788639;11/3/26;ZF2;11;1129370
CO04;;003.2026;TEREA;ME007515.03;5J;TH;0,200;27,93;7,52;0,00;4,42;0,00;USD;965937188;0,00;;;4062788639;11/3/26;ZF2;11;1129370
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,200;27,93;7,52;0,00;4,42;0,00;USD;965937189;0,00;;;4062788639;11/3/26;ZF2;11;1129370
CO04;;003.2026;TEREA;ME003387.06;5J;TH;0,200;25,77;7,35;0,00;4,42;0,00;USD;965937192;0,00;;;4062788641;11/3/26;ZF2;11;695655
CO04;;003.2026;TEREA;ME003389.05;5J;TH;0,400;51,53;14,70;0,00;8,83;0,00;USD;965937193;0,00;;;4062788641;11/3/26;ZF2;11;695655
CO04;;003.2026;TEREA;ME008221.01;5J;TH;0,200;27,93;7,52;0,00;4,42;0,00;USD;965937201;0,00;;;4062788643;11/3/26;ZF2;11;1211393
CO04;;003.2026;TEREA;ME007962.01;5J;TH;0,200;25,76;7,35;0,00;4,42;0,00;USD;965937202;0,00;;;4062788643;11/3/26;ZF2;11;1211393
CO04;;003.2026;VNU;MA001794.01;RD;TH;0,035;188,49;0,00;0,00;65,61;0,00;USD;965937351;0,00;;;4062788826;11/3/26;ZF2;11;1660238
CO04;;003.2026;VNU;MA001795.01;RD;TH;0,008;43,08;0,00;0,00;15,00;0,00;USD;965937352;0,00;;;4062788826;11/3/26;ZF2;11;1660238
CO04;;003.2026;TEREA;ME009102.00;5J;TH;2;264,86;82,32;0,00;44,16;0,00;USD;965937353;0,00;;;4062788826;11/3/26;ZF2;11;1660238
CO04;;003.2026;TEREA;ME008221.01;5J;TH;2;265,62;87,12;0,00;44,16;0,00;USD;965937354;0,00;;;4062788826;11/3/26;ZF2;11;1660238
CO04;;003.2026;TEREA;ME007515.03;5J;TH;2;265,50;86,36;0,00;44,16;0,00;USD;965937355;0,00;;;4062788826;11/3/26;ZF2;11;1660238
CO04;;003.2026;TEREA;ME007933.02;5J;TH;2;265,46;86,15;0,00;44,16;0,00;USD;965937356;0,00;;;4062788826;11/3/26;ZF2;11;1660238
CO04;;003.2026;TEREA;ME007962.01;5J;TH;2;264,54;80,38;0,00;44,16;0,00;USD;965937357;0,00;;;4062788826;11/3/26;ZF2;11;1660238
CO04;;003.2026;TEREA;ME003387.06;5J;TH;1;128,82;36,73;0,00;22,08;0,00;USD;965937374;0,00;;;4062788828;11/3/26;ZF2;11;1129347
CO04;;003.2026;VNU;MA001796.01;RD;TH;0,001;5,92;0,00;0,00;1,87;0,00;USD;965937375;0,00;;;4062788829;11/3/26;ZF2;11;1611055
CO04;;003.2026;VNU;MA001795.01;RD;TH;0,001;5,92;0,00;0,00;1,87;0,00;USD;965937376;0,00;;;4062788829;11/3/26;ZF2;11;1611055
CO04;;003.2026;VNU;MA001794.01;RD;TH;0,002;11,85;0,00;0,00;3,75;0,00;USD;965937377;0,00;;;4062788829;11/3/26;ZF2;11;1611055
CO04;;003.2026;VNU;MA001871.01;RD;TH;0,001;5,92;0,00;0,00;1,87;0,00;USD;965937378;0,00;;;4062788829;11/3/26;ZF2;11;1611055
CO04;;003.2026;VNU;MA001799.01;RD;TH;0,002;11,85;0,00;0,00;3,75;0,00;USD;965937379;0,00;;;4062788829;11/3/26;ZF2;11;1611055
CO04;;003.2026;VNU;MA001798.01;RD;TH;0,001;5,92;0,00;0,00;1,87;0,00;USD;965937380;0,00;;;4062788829;11/3/26;ZF2;11;1611055
CO04;;003.2026;TEREA;ME003389.05;5J;TH;0,200;25,76;7,35;0,00;4,42;0,00;USD;965937381;0,00;;;4062788829;11/3/26;ZF2;11;1611055
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,200;27,93;7,52;0,00;4,42;0,00;USD;965937382;0,00;;;4062788829;11/3/26;ZF2;11;1611055
CO04;;003.2026;TEREA;ME008221.01;5J;TH;0,200;27,93;7,52;0,00;4,42;0,00;USD;965937383;0,00;;;4062788829;11/3/26;ZF2;11;1611055
CO04;;003.2026;TEREA;ME003387.06;5J;TH;0,200;25,77;7,35;0,00;4,42;0,00;USD;965937384;0,00;;;4062788829;11/3/26;ZF2;11;1611055
CO04;;003.2026;TEREA;ME007515.03;5J;TH;0,200;27,93;7,52;0,00;4,42;0,00;USD;965937385;0,00;;;4062788829;11/3/26;ZF2;11;1611055
CO04;;003.2026;VNU;MA001794.01;RD;TH;0,005;29,62;0,00;0,00;9,37;0,00;USD;965937413;0,00;;;4062788836;11/3/26;ZF2;11;1802095
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,200;27,93;7,52;0,00;4,42;0,00;USD;965938092;0,00;;;4062788643;11/3/26;ZF2;11;1211393
CO04;;003.2026;VEEV;MA001232.02;RD;TH;0,003;23,10;0,00;0,00;8,12;0,00;USD;965938093;0,00;;;4062788643;11/3/26;ZF2;11;1211393
CO04;;003.2026;VNU;MA001794.01;RD;TH;0,003;17,77;0,00;0,00;5,62;0,00;USD;965938094;0,00;;;4062788643;11/3/26;ZF2;11;1211393
CO04;;003.2026;VNU;MA001795.01;RD;TH;0,003;17,77;0,00;0,00;5,62;0,00;USD;965938095;0,00;;;4062788643;11/3/26;ZF2;11;1211393
CO04;;003.2026;VEEV;MA001233.02;RD;TH;0,003;23,10;0,00;0,00;8,12;0,00;USD;965938096;0,00;;;4062788643;11/3/26;ZF2;11;1211393
CO04;;003.2026;VNU;MA001799.01;RD;TH;0,003;17,77;0,00;0,00;5,62;0,00;USD;965938097;0,00;;;4062788643;11/3/26;ZF2;11;1211393
CO04;;003.2026;VNU;MA001798.01;RD;TH;0,003;17,77;0,00;0,00;5,62;0,00;USD;965938098;0,00;;;4062788643;11/3/26;ZF2;11;1211393
CO04;;003.2026;VNU;MA001796.01;RD;TH;0,003;17,77;0,00;0,00;5,62;0,00;USD;965938099;0,00;;;4062788643;11/3/26;ZF2;11;1211393
CO04;;003.2026;VNU;MA001871.01;RD;TH;0,003;17,77;0,00;0,00;5,62;0,00;USD;965938100;0,00;;;4062788643;11/3/26;ZF2;11;1211393
CO04;;003.2026;VEEV;MA001716.01;RD;TH;0,003;23,10;0,00;0,00;8,12;0,00;USD;965938101;0,00;;;4062788643;11/3/26;ZF2;11;1211393
CO04;;003.2026;TEREA;ME007962.01;5J;TH;0,400;51,53;14,70;0,00;8,83;0,00;USD;965939201;0,00;;;4062789287;11/3/26;ZF2;11;1497153
CO04;;003.2026;TEREA;ME007515.03;5J;TH;0,400;55,86;15,04;0,00;8,83;0,00;USD;965939202;0,00;;;4062789287;11/3/26;ZF2;11;1497153
CO04;;003.2026;ZYN;NP001347.00;S5;CN;3;8,89;0,00;0,00;3,75;0,00;USD;965939203;0,00;;;4062789287;11/3/26;ZF2;11;1497153
CO04;;003.2026;ZYN;NP001346.00;S5;CN;25;74,05;0,00;0,00;31,24;0,00;USD;965939204;0,00;;;4062789287;11/3/26;ZF2;11;1497153
CO04;;003.2026;ZYN;NP001345.00;S5;CN;20;59,24;0,00;0,00;24,99;0,00;USD;965939205;0,00;;;4062789287;11/3/26;ZF2;11;1497153
CO04;;003.2026;III;DK005010.00;RD;BOX;2;42,73;0,00;0,00;52,82;0,00;USD;965939206;0,00;;;4062789287;11/3/26;ZF2;11;1497153
CO04;;003.2026;ZYN;NP001345.00;S5;CN;12;35,54;0,00;0,00;15,00;0,00;USD;965939207;0,00;;;4062789288;11/3/26;ZF2;11;1497161
CO04;;003.2026;ZYN;NP001346.00;S5;CN;3;8,89;0,00;0,00;3,75;0,00;USD;965939208;0,00;;;4062789288;11/3/26;ZF2;11;1497161
CO04;;003.2026;ZYN;NP001338.00;S5;CN;3;8,89;0,00;0,00;3,75;0,00;USD;965939209;0,00;;;4062789288;11/3/26;ZF2;11;1497161
CO04;;003.2026;VNU;MA001798.01;RD;TH;0,002;11,85;0,00;0,00;3,75;0,00;USD;965939210;0,00;;;4062789288;11/3/26;ZF2;11;1497161
CO04;;003.2026;VEEV;MA001716.01;RD;TH;0,002;15,40;0,00;0,00;5,42;0,00;USD;965939211;0,00;;;4062789288;11/3/26;ZF2;11;1497161
